case_id,agent_type,persona_type,difficulty,v_i,judge_s_resolution,judge_s_completeness,judge_s_tone,s_answer_quality,s_grounding,grounding_order_id,grounding_status,grounding_amount,grounding_policy_claim,grounding_policy_condition,s_outcome,tool_f1,tool_arg_correctness,tool_result_usage,s_tool,used_tools,expected_tools,traj_flow_order,traj_no_loops,traj_no_redundancy,traj_identity_verified,s_trajectory,total_tokens,execution_seconds,s_efficiency,i_fatal,fatal_reasons,s_raw,s_agent,proxy_cost,net_value
CASE_040,ReAct,Polite,easy,1,5,5,5,100.0,100.0,True,True,,,,100.0,0.0,0.0,1.0,25.0,query_order,get_policy,True,False,True,False,50.0,25723,33.85,100.0,0,,80.0,80.0,35.32,0.4468
CASE_041,ReAct,Polite,easy,1,2,2,5,40.0,100.0,True,True,,,,64.0,0.667,0.0,1.0,58.3,query_order,get_policy|query_order,True,False,True,False,50.0,25593,33.1,100.0,0,,68.7,68.7,35.3,0.334
CASE_042,ReAct,Polite,easy,1,3,2,5,52.5,100.0,True,True,,,,71.5,0.667,0.0,1.0,58.3,query_order,get_policy|query_order,True,True,True,False,75.0,15601,20.72,100.0,0,,74.9,74.9,23.23,0.5167
CASE_043,ReAct,Polite,easy,1,2,2,5,40.0,100.0,True,,,,,64.0,0.667,0.0,1.0,58.3,query_order,get_policy|query_order,True,True,True,False,75.0,25641,33.57,100.0,0,,71.2,71.2,25.31,0.4589
CASE_044,ReAct,Polite,easy,1,2,2,5,40.0,100.0,True,True,,,,64.0,0.667,0.0,1.0,58.3,query_order,get_policy|query_order,True,False,True,False,50.0,25624,33.15,100.0,0,,68.7,68.7,35.3,0.334
CASE_045,ReAct,Polite,easy,1,2,2,5,40.0,100.0,True,True,,,,64.0,0.667,0.0,1.0,58.3,query_order,get_policy|query_order,True,False,True,False,50.0,25595,33.66,100.0,0,,68.7,68.7,35.3,0.334
CASE_046,ReAct,Polite,easy,1,2,2,5,40.0,100.0,True,True,,,,64.0,0.667,0.0,1.0,58.3,query_order,get_policy|query_order,True,True,True,False,75.0,25622,32.99,100.0,0,,71.2,71.2,25.3,0.459
CASE_047,ReAct,Polite,easy,1,2,2,5,40.0,100.0,True,,,,,64.0,0.667,0.0,1.0,58.3,query_order,get_policy|query_order,True,True,True,False,75.0,25628,33.27,100.0,0,,71.2,71.2,25.3,0.459
CASE_048,ReAct,Polite,easy,1,3,2,5,52.5,100.0,True,True,,,,71.5,0.667,0.0,1.0,58.3,query_order,get_account_info|query_order,True,True,True,False,75.0,25548,32.87,100.0,0,,74.9,74.9,25.29,0.4961
CASE_049,ReAct,Polite,easy,1,2,2,4,35.0,100.0,,,,,,61.0,0.0,0.0,0.0,0.0,query_order,get_account_info,True,False,True,False,50.0,21439,28.69,100.0,0,,55.5,55.5,34.44,0.2106
CASE_050,ReAct,Polite,easy,1,2,2,5,40.0,100.0,True,True,,,,64.0,0.0,0.0,1.0,25.0,query_order,get_policy,True,True,True,False,75.0,15621,21.34,100.0,0,,64.5,64.5,23.23,0.4127
CASE_051,ReAct,Polite,medium,2,4,2,5,65.0,100.0,True,True,,,,79.0,0.667,0.0,1.0,58.3,query_order,query_order|track_shipping,True,True,True,False,75.0,15619,20.76,100.0,0,,78.7,78.7,23.23,1.3417
CASE_052,ReAct,Polite,medium,2,3,2,5,52.5,100.0,True,True,,,,71.5,0.667,0.0,1.0,58.3,query_order,query_order|track_shipping,True,True,True,False,75.0,15578,20.39,100.0,0,,74.9,74.9,23.22,1.2658
CASE_053,ReAct,Polite,medium,2,5,5,5,100.0,100.0,True,,,,,100.0,0.667,0.0,1.0,58.3,query_order,cancel_order|query_order,True,True,True,False,75.0,15591,20.91,100.0,0,,89.2,89.2,23.23,1.5517
CASE_054,ReAct,Polite,medium,2,2,2,4,35.0,100.0,True,True,,,,61.0,0.667,0.0,1.0,58.3,query_order,query_order|track_shipping,True,True,True,False,75.0,11431,15.55,100.0,0,,69.7,69.7,22.37,1.1703
CASE_055,ReAct,Polite,medium,2,4,2,5,65.0,100.0,True,True,,,,79.0,0.667,0.0,1.0,58.3,query_order,query_order|track_shipping,True,True,True,False,75.0,25619,32.77,100.0,0,,78.7,78.7,25.3,1.321
CASE_056,ReAct,Polite,medium,2,2,1,4,27.5,100.0,True,True,,,,56.5,0.0,0.0,1.0,25.0,query_order,get_policy,True,True,True,False,75.0,25680,33.87,100.0,0,,60.8,60.8,25.31,0.9629
CASE_057,ReAct,Polite,medium,2,2,2,5,40.0,100.0,True,True,,,,64.0,0.667,0.0,1.0,58.3,query_order,cancel_order|query_order,True,True,True,False,75.0,15599,20.8,100.0,0,,71.2,71.2,23.23,1.1917
CASE_058,ReAct,Polite,medium,2,2,4,5,55.0,100.0,True,,,,,73.0,0.0,0.0,1.0,25.0,query_order,get_policy,True,False,True,False,50.0,25530,32.76,100.0,0,,66.5,66.5,35.28,0.9772
CASE_059,ReAct,Polite,medium,2,2,2,3,30.0,100.0,True,True,,,,58.0,0.667,0.0,1.0,58.3,query_order,query_order|track_shipping,True,False,True,False,50.0,25635,33.64,100.0,0,,65.7,65.7,35.3,0.961
CASE_060,ReAct,Polite,medium,2,3,2,5,52.5,100.0,True,True,,,,71.5,0.667,0.0,1.0,58.3,query_order,query_order|track_shipping,True,False,True,False,50.0,31657,42.02,90.8,0,,70.6,70.6,36.55,1.0465
CASE_061,ReAct,Polite,medium,2,3,2,5,52.5,100.0,True,True,,,,71.5,0.667,0.0,1.0,58.3,query_order,apply_refund|query_order,True,True,True,False,75.0,25617,33.25,100.0,0,,74.9,74.9,25.3,1.245
CASE_062,ReAct,Polite,medium,2,2,2,5,40.0,100.0,True,True,,,,64.0,0.667,0.0,1.0,58.3,query_order,apply_refund|query_order,True,False,True,False,50.0,25626,33.04,100.0,0,,68.7,68.7,35.3,1.021
CASE_063,ReAct,Polite,medium,2,2,2,5,40.0,100.0,True,,,,,64.0,0.667,0.0,1.0,58.3,query_order,apply_refund|query_order,True,True,True,False,75.0,25640,33.23,100.0,0,,71.2,71.2,25.31,1.1709
CASE_064,ReAct,Polite,medium,2,5,3,5,85.0,100.0,True,True,,,,91.0,0.667,0.0,1.0,58.3,query_order,apply_refund|query_order,True,False,True,False,50.0,25612,33.32,100.0,0,,82.2,82.2,35.3,1.291
CASE_065,ReAct,Polite,medium,2,2,2,5,40.0,100.0,True,True,,,,64.0,0.667,0.0,1.0,58.3,query_order,apply_refund|query_order,True,True,True,False,75.0,25540,32.68,100.0,0,,71.2,71.2,25.28,1.1712
CASE_066,ReAct,Polite,medium,2,3,2,5,52.5,100.0,True,True,,,,71.5,0.667,0.0,1.0,58.3,query_order,apply_refund|query_order,True,True,True,False,75.0,15572,20.43,100.0,0,,74.9,74.9,23.22,1.2658
CASE_067,ReAct,Polite,medium,2,2,2,5,40.0,100.0,True,True,,,,64.0,0.667,0.0,1.0,58.3,query_order,apply_refund|query_order,True,True,True,False,75.0,25683,33.9,100.0,0,,71.2,71.2,25.31,1.1709
CASE_068,ReAct,Polite,medium,2,2,2,5,40.0,100.0,True,True,,,,64.0,0.667,0.0,1.0,58.3,query_order,apply_refund|query_order,True,True,True,False,75.0,25581,33.34,100.0,0,,71.2,71.2,25.29,1.1711
CASE_069,ReAct,Polite,medium,2,3,2,5,52.5,100.0,True,True,,,,71.5,0.667,0.0,1.0,58.3,query_order,apply_refund|query_order,True,False,True,False,50.0,25624,33.74,100.0,0,,72.4,72.4,35.3,1.095
CASE_070,ReAct,Polite,medium,2,2,2,5,40.0,100.0,True,True,,,,64.0,0.667,0.0,1.0,58.3,query_order,apply_refund|query_order,True,True,True,False,75.0,15599,20.52,100.0,0,,71.2,71.2,23.23,1.1917
CASE_071,ReAct,Polite,medium,2,5,5,5,100.0,100.0,True,,,,,100.0,0.0,0.0,1.0,25.0,query_order,get_policy,True,True,True,False,75.0,15630,21.1,100.0,0,,82.5,82.5,23.23,1.4177
CASE_072,ReAct,Polite,medium,2,5,5,5,100.0,100.0,True,,,,,100.0,0.0,0.0,1.0,25.0,query_order,get_policy,True,True,True,False,75.0,15625,20.95,100.0,0,,82.5,82.5,23.23,1.4177
CASE_073,ReAct,Polite,medium,2,5,5,5,100.0,100.0,True,,,,,100.0,0.0,0.0,1.0,25.0,query_order,get_policy,True,True,True,False,75.0,15631,21.2,100.0,0,,82.5,82.5,23.23,1.4177
CASE_074,ReAct,Polite,medium,2,4,4,5,80.0,100.0,True,,,,,88.0,0.0,0.0,1.0,25.0,query_order,get_policy,True,True,True,False,75.0,15631,21.1,100.0,0,,76.5,76.5,23.23,1.2977
CASE_075,ReAct,Polite,easy,1,2,2,5,40.0,100.0,True,,,,,64.0,1.0,0.0,1.0,75.0,query_order,query_order,True,True,True,False,75.0,15643,21.35,100.0,0,,74.5,74.5,23.24,0.5126
CASE_075,ReAct,Polite,easy,1,2,2,5,40.0,100.0,True,,,,,64.0,1.0,0.0,1.0,75.0,query_order,query_order,True,True,True,False,75.0,15643,23.11,100.0,0,,74.5,74.5,23.24,0.5126
CASE_075,ReAct,Polite,easy,1,2,2,5,40.0,100.0,True,,,,,64.0,1.0,0.0,1.0,75.0,query_order,query_order,True,True,True,False,75.0,15643,21.34,100.0,0,,74.5,74.5,23.24,0.5126
CASE_076,ReAct,Polite,medium,2,5,5,5,100.0,100.0,True,,,,,100.0,0.0,0.0,1.0,25.0,query_order,get_policy,True,True,True,False,75.0,15595,20.67,100.0,0,,82.5,82.5,23.23,1.4177
CASE_077,ReAct,Polite,medium,2,5,5,5,100.0,100.0,True,,,,,100.0,0.0,0.0,1.0,25.0,query_order,get_policy,True,True,True,False,75.0,15626,21.12,100.0,0,,82.5,82.5,23.23,1.4177
CASE_078,ReAct,Polite,medium,2,5,5,5,100.0,100.0,True,True,,,,100.0,0.0,0.0,1.0,25.0,query_order,get_policy,True,False,True,False,50.0,25574,32.8,100.0,0,,80.0,80.0,35.29,1.2471
CASE_079,ReAct,Polite,medium,2,2,1,3,22.5,100.0,True,,,,,53.5,0.0,0.0,1.0,25.0,query_order,get_policy,True,True,True,False,75.0,11477,16.52,100.0,0,,59.2,59.2,22.37,0.9603
CASE_080,ReAct,Polite,medium,2,3,3,5,60.0,100.0,True,,,,,76.0,0.0,0.0,1.0,25.0,query_order,get_policy,True,True,True,False,75.0,15618,21.19,100.0,0,,70.5,70.5,23.23,1.1777
CASE_081,ReAct,Polite,medium,2,5,5,5,100.0,100.0,True,True,,,,100.0,0.0,0.0,1.0,25.0,query_order,get_account_info,True,True,True,False,75.0,11464,16.5,100.0,0,,82.5,82.5,22.37,1.4263
CASE_082,ReAct,Polite,medium,2,3,4,5,67.5,100.0,True,True,,,,80.5,0.667,0.0,1.0,58.3,query_order,get_policy|query_order,True,True,True,False,75.0,11464,16.13,100.0,0,,79.4,79.4,22.37,1.3643
CASE_083,ReAct,Polite,medium,2,5,5,5,100.0,100.0,True,True,,,,100.0,0.0,0.0,1.0,25.0,query_order,get_account_info,True,True,True,False,75.0,17345,24.07,100.0,0,,82.5,82.5,23.59,1.4141
CASE_084,ReAct,Polite,medium,2,5,5,5,100.0,100.0,True,True,,,,100.0,0.0,0.0,1.0,25.0,query_order,get_account_info,True,True,True,False,75.0,11463,16.22,100.0,0,,82.5,82.5,22.37,1.4263
CASE_085,ReAct,Polite,medium,2,5,5,5,100.0,100.0,True,True,,,,100.0,0.0,0.0,1.0,25.0,query_order,get_account_info,True,True,True,False,75.0,11460,16.25,100.0,0,,82.5,82.5,22.37,1.4263
CASE_086,ReAct,Polite,medium,2,5,5,5,100.0,100.0,True,True,,,,100.0,0.667,0.0,1.0,58.3,query_order,get_policy|query_order,True,True,True,False,75.0,17290,23.71,100.0,0,,89.2,89.2,23.58,1.5482
CASE_087,ReAct,Polite,medium,2,5,5,5,100.0,100.0,True,,,,,100.0,0.0,0.0,1.0,25.0,query_order,get_account_info,True,True,True,False,75.0,11464,16.41,100.0,0,,82.5,82.5,22.37,1.4263
CASE_088,ReAct,Polite,medium,2,5,5,5,100.0,100.0,True,True,,,,100.0,0.667,0.0,1.0,58.3,query_order,get_policy|query_order,True,True,True,False,75.0,11448,16.14,100.0,0,,89.2,89.2,22.37,1.5603
CASE_089,ReAct,Polite,medium,2,3,3,5,60.0,100.0,True,True,,,,76.0,0.0,0.0,1.0,25.0,query_order,get_account_info,True,True,True,False,75.0,11471,16.34,100.0,0,,70.5,70.5,22.37,1.1863
CASE_090,ReAct,Polite,medium,2,3,2,5,52.5,100.0,True,True,,True,,71.5,1.0,0.0,1.0,75.0,query_order,query_order,True,True,True,False,75.0,11488,16.47,100.0,0,,78.2,78.2,22.38,1.3402
CASE_090,ReAct,Polite,medium,2,5,5,5,100.0,100.0,True,True,,True,,100.0,1.0,0.0,1.0,75.0,query_order,query_order,True,True,True,False,75.0,11496,18.24,100.0,0,,92.5,92.5,22.38,1.6262
CASE_090,ReAct,Polite,medium,2,3,3,5,60.0,100.0,True,True,,True,,76.0,1.0,0.0,1.0,75.0,query_order,query_order,True,True,True,False,75.0,11488,16.57,100.0,0,,80.5,80.5,22.38,1.3862
CASE_091,ReAct,Polite,medium,2,5,5,5,100.0,100.0,True,True,,,,100.0,0.0,0.0,1.0,25.0,query_order,get_policy,True,False,True,False,50.0,25585,32.8,100.0,0,,80.0,80.0,35.29,1.2471
CASE_092,ReAct,Polite,medium,2,2,2,5,40.0,100.0,True,True,,,,64.0,0.667,0.0,1.0,58.3,query_order,get_policy|query_order,True,True,True,False,75.0,25607,32.8,100.0,0,,71.2,71.2,25.3,1.171
CASE_093,ReAct,Polite,medium,2,3,3,4,55.0,100.0,True,True,,,,73.0,0.0,0.0,1.0,25.0,query_order,get_policy,True,False,True,False,50.0,25703,33.64,100.0,0,,66.5,66.5,35.32,0.9768
CASE_094,ReAct,Polite,medium,2,1,1,2,5.0,100.0,True,True,,,,43.0,0.0,0.0,1.0,25.0,query_order,get_policy,True,False,True,False,50.0,25678,33.63,100.0,0,,51.5,51.5,35.31,0.6769
CASE_095,ReAct,Polite,medium,2,5,5,5,100.0,50.0,True,False,,,,80.0,0.0,0.0,1.0,25.0,query_order,get_policy,True,False,True,False,50.0,25598,32.9,100.0,0,,70.0,70.0,35.3,1.047
CASE_096,ReAct,Polite,medium,2,5,5,5,100.0,100.0,True,True,,,,100.0,0.0,0.0,1.0,25.0,query_order,get_policy,True,True,True,False,75.0,15557,19.94,100.0,0,,82.5,82.5,23.22,1.4178
CASE_097,ReAct,Polite,medium,2,3,2,5,52.5,100.0,True,True,,,,71.5,0.0,0.0,1.0,25.0,query_order,get_policy,True,True,True,False,75.0,15567,20.19,100.0,0,,68.2,68.2,23.22,1.1318
CASE_098,ReAct,Polite,medium,2,3,3,5,60.0,100.0,True,True,,,,76.0,0.667,0.0,1.0,58.3,query_order,get_policy|query_order,True,False,True,False,50.0,25607,32.75,100.0,0,,74.7,74.7,35.3,1.141
CASE_099,ReAct,Polite,medium,2,2,2,5,40.0,100.0,True,,,,,64.0,0.667,0.0,1.0,58.3,query_order,get_policy|query_order,True,True,True,False,75.0,25633,33.13,100.0,0,,71.2,71.2,25.3,1.171
CASE_100,ReAct,Polite,medium,2,5,5,5,100.0,100.0,True,True,,,,100.0,0.0,0.0,1.0,25.0,query_order,get_policy,True,False,True,False,50.0,25737,34.18,100.0,0,,80.0,80.0,35.33,1.2467
CASE_101,ReAct,Polite,hard,3,2,2,5,40.0,100.0,True,True,,,,64.0,1.0,0.0,1.0,75.0,query_order,query_order,True,True,True,False,75.0,25599,32.92,100.0,0,,74.5,74.5,25.3,1.982
CASE_102,ReAct,Polite,hard,3,5,5,5,100.0,100.0,True,True,,,,100.0,0.667,0.0,1.0,58.3,query_order,cancel_order|query_order,True,True,True,False,75.0,15600,20.79,100.0,0,,89.2,89.2,23.23,2.4437
CASE_103,ReAct,Polite,hard,3,5,5,5,100.0,100.0,True,,,,,100.0,0.667,0.0,1.0,58.3,query_order,cancel_order|query_order,True,True,True,False,75.0,15614,20.6,100.0,0,,89.2,89.2,23.23,2.4437
CASE_104,ReAct,Polite,hard,3,4,2,5,65.0,100.0,True,,,,,79.0,0.0,0.0,1.0,25.0,query_order,get_policy,True,True,True,False,75.0,25561,32.62,100.0,0,,72.0,72.0,25.29,1.9071
CASE_105,ReAct,Polite,hard,3,3,2,3,42.5,100.0,True,True,,,,65.5,0.667,0.0,1.0,58.3,query_order,query_order|track_shipping,True,False,True,False,50.0,25668,33.41,100.0,0,,69.4,69.4,35.31,1.7289
CASE_106,ReAct,Polite,hard,3,3,2,5,52.5,100.0,True,True,,,,71.5,0.667,0.0,1.0,58.3,query_order,query_order|track_shipping,True,True,True,False,75.0,15609,20.57,100.0,0,,74.9,74.9,23.23,2.0147
CASE_107,ReAct,Polite,hard,3,5,3,5,85.0,100.0,True,,,,,91.0,0.0,0.0,1.0,25.0,query_order,get_policy,True,True,True,False,75.0,15576,20.31,100.0,0,,78.0,78.0,23.22,2.1078
CASE_108,ReAct,Polite,hard,3,1,1,4,15.0,100.0,True,,,,,49.0,0.667,0.0,1.0,58.3,query_order,cancel_order|query_order,True,True,True,False,75.0,11501,16.33,100.0,0,,63.7,63.7,22.38,1.6872
CASE_109,ReAct,Polite,hard,3,1,1,4,15.0,100.0,True,,,,,49.0,0.667,0.0,1.0,58.3,query_order,cancel_order|query_order,True,True,True,False,75.0,11457,16.1,100.0,0,,63.7,63.7,22.37,1.6873
CASE_110,ReAct,Polite,hard,3,3,2,5,52.5,100.0,True,True,,,,71.5,0.667,0.0,1.0,58.3,query_order,query_order|track_shipping,True,True,True,False,75.0,25610,32.38,100.0,0,,74.9,74.9,25.3,1.994
CASE_111,ReAct,Polite,hard,3,2,2,5,40.0,100.0,True,True,,,,64.0,0.667,0.0,1.0,58.3,query_order,apply_refund|query_order,True,True,True,False,75.0,25630,33.42,100.0,0,,71.2,71.2,25.3,1.883
CASE_112,ReAct,Polite,hard,3,2,2,5,40.0,100.0,True,True,,,,64.0,0.667,0.0,1.0,58.3,query_order,apply_refund|query_order,True,True,True,False,75.0,15636,21.02,100.0,0,,71.2,71.2,23.24,1.9036
CASE_113,ReAct,Polite,hard,3,2,2,4,35.0,100.0,True,True,,,,61.0,0.667,0.0,1.0,58.3,query_order,apply_refund|query_order,True,True,True,False,75.0,11467,16.0,100.0,0,,69.7,69.7,22.37,1.8673
CASE_114,ReAct,Polite,hard,3,2,2,5,40.0,100.0,True,True,,,,64.0,0.667,0.0,1.0,58.3,query_order,apply_refund|query_order,True,True,True,False,75.0,15594,20.5,100.0,0,,71.2,71.2,23.23,1.9037
CASE_115,ReAct,Polite,hard,3,2,2,5,40.0,100.0,True,True,,,,64.0,0.667,0.0,1.0,58.3,query_order,apply_refund|query_order,True,True,True,False,75.0,15596,20.41,100.0,0,,71.2,71.2,23.23,1.9037
CASE_116,ReAct,Polite,hard,3,2,2,5,40.0,100.0,True,True,,,,64.0,0.667,0.0,1.0,58.3,query_order,apply_refund|query_order,True,True,True,False,75.0,15608,20.74,100.0,0,,71.2,71.2,23.23,1.9037
CASE_117,ReAct,Polite,hard,3,2,2,5,40.0,100.0,True,True,,,,64.0,0.667,0.0,1.0,58.3,query_order,apply_refund|query_order,True,True,True,False,75.0,15599,20.52,100.0,0,,71.2,71.2,23.23,1.9037
CASE_118,ReAct,Polite,hard,3,2,2,5,40.0,100.0,True,True,,,,64.0,0.667,0.0,1.0,58.3,query_order,apply_refund|query_order,True,True,True,False,75.0,25668,33.53,100.0,0,,71.2,71.2,25.31,1.8829
CASE_119,ReAct,Polite,hard,3,2,2,5,40.0,100.0,True,True,,,,64.0,0.667,0.0,1.0,58.3,query_order,apply_refund|query_order,True,True,True,False,75.0,15596,20.49,100.0,0,,71.2,71.2,23.23,1.9037
CASE_120,ReAct,Polite,hard,3,2,2,4,35.0,100.0,True,True,,,,61.0,0.667,0.0,1.0,58.3,query_order,apply_refund|query_order,True,False,True,False,50.0,25638,33.55,100.0,0,,67.2,67.2,35.3,1.663
CASE_121,ReAct,Polite,hard,3,5,5,5,100.0,100.0,True,True,,,,100.0,0.667,0.0,1.0,58.3,query_order,get_policy|query_order,True,False,True,False,50.0,25570,33.29,100.0,0,,86.7,86.7,35.29,2.2481
CASE_122,ReAct,Polite,hard,3,5,5,5,100.0,100.0,True,,,,,100.0,0.667,0.0,1.0,58.3,query_order,get_policy|query_order,True,False,True,False,50.0,25587,33.62,100.0,0,,86.7,86.7,35.29,2.2481
CASE_123,ReAct,Polite,hard,3,1,1,3,10.0,100.0,True,True,,,,46.0,0.667,0.0,1.0,58.3,query_order,get_policy|query_order,True,False,True,False,50.0,25569,33.21,100.0,0,,59.7,59.7,35.29,1.4381
CASE_124,ReAct,Polite,hard,3,2,2,5,40.0,100.0,True,,,,,64.0,0.667,0.0,1.0,58.3,query_order,get_policy|query_order,True,False,True,False,50.0,31628,41.57,100.0,0,,68.7,68.7,36.54,1.6956
CASE_125,ReAct,Polite,hard,3,5,5,5,100.0,100.0,True,True,,,,100.0,0.667,0.0,1.0,58.3,query_order,get_policy|query_order,True,True,True,False,75.0,15565,20.56,100.0,0,,89.2,89.2,23.22,2.4438
CASE_126,ReAct,Polite,hard,3,1,1,3,10.0,100.0,True,True,,,,46.0,0.667,0.0,1.0,58.3,query_order,get_policy|query_order,True,False,True,False,50.0,25576,33.27,100.0,0,,59.7,59.7,35.29,1.4381
CASE_127,ReAct,Polite,hard,3,5,5,5,100.0,100.0,True,True,,,,100.0,0.667,0.0,1.0,58.3,query_order,get_policy|query_order,True,False,True,False,50.0,25603,33.56,100.0,0,,86.7,86.7,35.3,2.248
CASE_128,ReAct,Polite,hard,3,5,5,5,100.0,100.0,True,True,,,,100.0,0.667,0.0,1.0,58.3,query_order,get_policy|query_order,True,True,True,False,75.0,15583,20.81,100.0,0,,89.2,89.2,23.22,2.4438
CASE_129,ReAct,Polite,hard,3,5,5,5,100.0,100.0,True,,,,,100.0,0.667,0.0,1.0,58.3,query_order,get_policy|query_order,True,False,True,False,50.0,21453,28.88,100.0,0,,86.7,86.7,34.44,2.2566
CASE_130,ReAct,Polite,hard,3,2,2,5,40.0,100.0,True,True,,,,64.0,0.667,0.0,1.0,58.3,query_order,get_policy|query_order,True,True,True,False,75.0,25555,33.12,100.0,0,,71.2,71.2,25.29,1.8831
CASE_131,ReAct,Polite,hard,3,5,5,5,100.0,100.0,True,,,,,100.0,0.667,0.0,1.0,58.3,query_order,get_policy|query_order,True,True,True,False,75.0,11450,16.03,100.0,0,,89.2,89.2,22.37,2.4523
CASE_132,ReAct,Polite,hard,3,5,5,5,100.0,100.0,True,True,,,,100.0,0.667,0.0,1.0,58.3,query_order,get_policy|query_order,True,True,True,False,75.0,17340,24.37,100.0,0,,89.2,89.2,23.59,2.4401
CASE_133,ReAct,Polite,hard,3,5,5,5,100.0,100.0,True,True,,,,100.0,0.0,0.0,1.0,25.0,query_order,get_account_info,True,True,True,False,75.0,17407,24.87,100.0,0,,82.5,82.5,23.6,2.239
CASE_134,ReAct,Polite,hard,3,5,5,5,100.0,100.0,True,True,,,,100.0,0.0,0.0,1.0,25.0,query_order,get_account_info,True,True,True,False,75.0,11500,16.76,100.0,0,,82.5,82.5,22.38,2.2512
CASE_135,ReAct,Polite,hard,3,5,5,5,100.0,100.0,True,True,,,,100.0,0.667,0.0,1.0,58.3,query_order,get_policy|query_order,True,True,True,False,75.0,11480,16.36,100.0,0,,89.2,89.2,22.38,2.4522
CASE_136,ReAct,Polite,hard,3,5,5,5,100.0,100.0,True,True,,,,100.0,0.0,0.0,1.0,25.0,query_order,get_account_info,True,True,True,False,75.0,11470,16.22,100.0,0,,82.5,82.5,22.37,2.2513
CASE_137,ReAct,Polite,hard,3,5,5,5,100.0,100.0,True,,,,,100.0,0.667,0.0,1.0,58.3,query_order,get_policy|query_order,True,True,True,False,75.0,11459,15.94,100.0,0,,89.2,89.2,22.37,2.4523
CASE_138,ReAct,Polite,hard,3,5,5,5,100.0,100.0,True,True,,,,100.0,0.667,0.0,1.0,58.3,query_order,get_policy|query_order,True,True,True,False,75.0,11484,16.38,100.0,0,,89.2,89.2,22.38,2.4522
CASE_139,ReAct,Polite,hard,3,5,5,5,100.0,100.0,True,True,,,,100.0,0.0,0.0,1.0,25.0,query_order,get_account_info,True,True,True,False,75.0,11494,16.4,100.0,0,,82.5,82.5,22.38,2.2512
CASE_140,ReAct,Polite,hard,3,5,5,5,100.0,100.0,True,,,,,100.0,0.0,0.0,1.0,25.0,query_order,get_account_info,True,True,True,False,75.0,11500,16.57,100.0,0,,82.5,82.5,22.38,2.2512
CASE_141,ReAct,Polite,easy,1,5,5,5,100.0,100.0,True,True,,True,,100.0,1.0,0.0,1.0,75.0,query_order,query_order,True,False,True,False,50.0,25732,34.14,100.0,0,,90.0,90.0,35.32,0.5468
CASE_141,ReAct,Polite,easy,1,5,5,5,100.0,100.0,True,True,,True,,100.0,1.0,0.0,1.0,75.0,query_order,query_order,True,False,True,False,50.0,25732,37.16,100.0,0,,90.0,90.0,35.32,0.5468
CASE_141,ReAct,Polite,easy,1,5,5,5,100.0,100.0,True,True,,True,,100.0,1.0,0.0,1.0,75.0,query_order,query_order,True,False,True,False,50.0,25732,34.15,100.0,0,,90.0,90.0,35.32,0.5468
CASE_142,ReAct,Polite,hard,3,5,5,5,100.0,50.0,True,False,,,,80.0,0.0,0.0,1.0,25.0,query_order,get_policy,True,False,True,False,50.0,25734,34.23,100.0,0,,70.0,70.0,35.32,1.7468
CASE_143,ReAct,Polite,hard,3,5,5,5,100.0,50.0,True,False,,,,80.0,0.0,0.0,1.0,25.0,query_order,get_policy,True,False,True,False,50.0,25761,34.43,100.0,0,,70.0,70.0,35.33,1.7467
CASE_144,ReAct,Polite,hard,3,3,2,5,52.5,100.0,True,True,,,,71.5,0.667,0.0,1.0,58.3,query_order,get_policy|query_order,True,True,True,False,75.0,15600,20.42,100.0,0,,74.9,74.9,23.23,2.0147
CASE_145,ReAct,Polite,hard,3,2,2,5,40.0,100.0,True,True,,,,64.0,0.667,0.0,1.0,58.3,query_order,get_policy|query_order,True,True,True,False,75.0,25623,32.97,100.0,0,,71.2,71.2,25.3,1.883
CASE_146,ReAct,Polite,hard,3,3,2,5,52.5,100.0,True,True,,,,71.5,0.667,0.0,1.0,58.3,query_order,get_policy|query_order,True,True,True,False,75.0,15603,20.49,100.0,0,,74.9,74.9,23.23,2.0147
CASE_147,ReAct,Polite,hard,3,2,2,4,35.0,100.0,True,True,,,,61.0,0.0,0.0,1.0,25.0,query_order,get_policy,True,True,True,False,75.0,15617,21.01,100.0,0,,63.0,63.0,23.23,1.6577
CASE_148,ReAct,Polite,hard,3,3,2,5,52.5,100.0,True,True,,,,71.5,0.667,0.0,1.0,58.3,query_order,get_policy|query_order,True,True,True,False,75.0,15607,20.4,100.0,0,,74.9,74.9,23.23,2.0147
CASE_149,ReAct,Polite,hard,3,2,2,5,40.0,100.0,True,,,,,64.0,0.667,0.0,1.0,58.3,query_order,get_policy|query_order,True,True,True,False,75.0,25638,33.26,100.0,0,,71.2,71.2,25.3,1.883
CASE_150,ReAct,Polite,hard,3,5,5,5,100.0,100.0,True,True,,,,100.0,0.0,0.0,1.0,25.0,query_order,get_policy,True,False,True,False,50.0,25749,34.39,100.0,0,,80.0,80.0,35.33,2.0467
CASE_001,Reflection,Polite,medium,2,5,5,5,100.0,100.0,True,,,True,,100.0,1.0,1.0,1.0,100.0,cancel_order|query_order,cancel_order|query_order,True,True,True,True,100.0,18490,,58.8,0,,91.8,91.8,13.83,1.6977
CASE_001,Reflection,Polite,medium,2,5,3,5,85.0,100.0,True,,,True,,91.0,1.0,1.0,1.0,100.0,cancel_order|query_order,cancel_order|query_order,True,True,True,True,100.0,18492,107.74,35.4,0,,82.6,82.6,13.83,1.5137
